ontrolStatements which are marked as Attachment IIC 113 in the amount of 632000 Themaximum aggregate compensation payable under the Agreement is incr,1213648-shelter-resources-inc-d-b-a-belle-reve-new
ing Parents First Page 8 of 9ATTACHMENT Putting Parents First will use the 10000 Wisner Grant funds to reduce the incarceration rate bycreating opportu,1146028-putting-parents-first-contract-with-city-of-new
ents from LDOTD and and changesrequested by the City for a lump sum fee of 15475200 2 increase the fee forextending the limits of work of Segment I ,1157558-urs-corporation-contract-with-city-of-new
dsz andWHEREAS it has been determined that a fee increase in the amount of4822100 is justified as compensation for additional services rendered to as,1157558-urs-corporation-contract-with-city-of-new
 agree to accept asfull compensation for saidservices the sum of 48221 00Both parties to this Amendment hereby reaffirm the validity of all ,1157558-urs-corporation-contract-with-city-of-new
33233IITo amend Section II Compensation increase the amount payable by 1667500034One hundred sixty six thousand seven hundred fifty dollars and n,1157543-state-of-louisiana-contract-with-city-of-new
hundred twenty dollars and no cents up to36a maximum amount not to exceed 24017000 Two hundred forty thousand one37hundred seventy dollars and no ce,1157543-state-of-louisiana-contract-with-city-of-new
r reproduction reimbursementThe Designer is liable for a delay penalty of 500 per calendar day for late submissionsdeductible by the City without furth,1153489-cdm-contract-with-city-of-new-orleans-new-multi
ty as determined maybe imposed by the Chief Administrative Ofcer of up to 50000 per dayExtensions It is understood and acknowledged by all parties to ,1153489-cdm-contract-with-city-of-new-orleans-new-multi
General Liability insurance will be purchased and maintained with limits of1000000 per occurrence and 2000000 in the aggregate The insurance shal,1153489-cdm-contract-with-city-of-new-orleans-new-multi
lCompletion or the acceptance of the project whichever is later1 Under 1000000 total construction value 500000 per claim and annual aggregate,1153489-cdm-contract-with-city-of-new-orleans-new-multi
d that require Designersservices has a preliminary construction budget of 55000000 andWHEREAS full or partial funding for these service is to be pro,1158983-torre-design-consortium-ltd-contract-with-city
r reproduction reimbursementThe Designer is liable for a delay penalty of 300 per calendar day for late submissionsdeductible by the City without furth,1158983-torre-design-consortium-ltd-contract-with-city
y as determined maybe imposed by the Chief Administrative Officer of up to 30000 per dayExtensions It is understood and acknowledged by all parties to,1158983-torre-design-consortium-ltd-contract-with-city
General Liability insurance will be purchased and maintained with limits of1000000 per occurrence and 2000000 in the aggregate The insurance shal,1158983-torre-design-consortium-ltd-contract-with-city
lCompletion or the acceptance of the project whichever is later1 Under 1000000 total construction value 500000 per claim and annual aggregate,1158983-torre-design-consortium-ltd-contract-with-city
N OF ONSEGREGATED FACILITIESapplicable to contracts and subcontracts over 10000By the submission of this bid the bidder offeror applicant or subco,1158983-torre-design-consortium-ltd-contract-with-city
n from proposed subcontractors prior to the awardof subcontracts exceeding 10000 which are not exempt from the provisions of the equalopportunity claus,1158983-torre-design-consortium-ltd-contract-with-city
ude the provisions of this clause in every subcontract orpurchase order of 10000 or more unless exempted by rules regulations or orders ofthe Secreta,1158983-torre-design-consortium-ltd-contract-with-city
nd is comprehensive general liability insurance in amounts not less than 1000000 per occurrenceand 0 cause City to be named as an additional insu,1681381-firstline-school-inc-firstline-schools-dba
hall not at any time exceed the maximum compensation in the aggregate of 11400000 Further all compensation owed Contractor pursuant to this Agreeme,205221-11-14-08-all-south-consulting-engineers-huntlee
hall not at any time exceed the maximum compensation in the aggregate of 11400000 Further all compensation owed Contractor pursuant to this Agreeme,205221-11-14-08-all-south-consulting-engineers-huntlee
 reproduction reimbursement The Designer is liable for a delay penalty of 500 per calendar day for late submissions deductible by the City without furt,326256-08-08-11-george-hero-archtect-llc-new-orleans
ding the maximum fee payable under this Agreement for Basic Services is 79993386 unless altered by a written executed amendment to this Agreement,326256-08-08-11-george-hero-archtect-llc-new-orleans
 as determined may be imposed by the Chief Administrative Officer of up to 50000 per day Extensions It is understood and acknowledged by all parties to,326256-08-08-11-george-hero-archtect-llc-new-orleans
eneral Liability insurance will be purchased and maintained with limits of 1000000 per occurrence and 2000000 in the aggregate The insurance shal,326256-08-08-11-george-hero-archtect-llc-new-orleans
l Completion or the acceptance of the project whichever is later1Under 1000000 total construction value 500000 per claim and annual aggregate,326256-08-08-11-george-hero-archtect-llc-new-orleans
dance with such plans such work to be completed at a cost of notless than 500000000 not later than the first day of January 2013All work performe,1146054-greater-new-orleans-educational-televison
tment the cost thereofshall be excluded from the calculation of the said 500000000 minimumexpenditure for leasehold improvements referred to above,1146054-greater-new-orleans-educational-televison
008to readThe City of New Orleans agrees to pay Contractor at the rate of 85 per hour minimumpayment due per appearance is 85 for services performed,1155497-jay-a-ginsberg-contract-with-city-of-new-orleans
 contribution at the time of theParticipant initially occUpies the unit or 50 provided that this amount does not exceed the maximumallowable under stat,1360009-louisiana-housing-program-llc-louisiana-housing
Commercial General Liability insurance with a minimum Five MillionDollars 5000000 combined single limit per occurrence bodily injuryand property da,774368-11-12-12-huntleigh-usa-airport-property-lease
e required for allpersonnel stationed at the Airport fingerprint fees are 4500 per applicantwhich includes a TSA and STA to determine each employee do,774368-11-12-12-huntleigh-usa-airport-property-lease
oject will causedamages to NOAB Lessee shall be assessed a cost by NOAB of 5000 foreach lost or unreturned badge This sum if outstanding shall be ap,774368-11-12-12-huntleigh-usa-airport-property-lease
val of any modification to the scheduleThe City may assess the Consultant 1500 per calendar day for each phase that is not completedby the deadline i,1035677-richard-c-lambert-consultants-llc-contract-with
nce with State law and commercial general liability insurance not lessthan 1000000 per occurrence and general aggregate5 Acknowledgment of Exclusio,1035677-richard-c-lambert-consultants-llc-contract-with
age bodily injury and personal advertising injury withlimits no less than 1000000 per occurrence If a general aggregate limit applies either thege,1659983-operation-clean-sweep-ed-amp-dev-operation-clean
stodyand control of the contractor Coverage limits shall not be less than 500000Other Insurance ProvisionsThe insurance policies are to contain or be,1659983-operation-clean-sweep-ed-amp-dev-operation-clean
airs and increased the maximum sum payable under this entire agreement to 5000000 andWHEREAS the Contractor has submitted the required information,326278-06-15-11-materials-management-group-inc-capitol
ed fty threethousand three hundred thirty seven dollars and no cents to 32988000Three hundred twenty nine thousand eight hundred eighty dollars an,1155552-n-r-peace-contract-with-city-of-new-orleans-this
3 of 12 of theagreement decrease the amount payable under this category by1784800 Seventeen thousand eight hundred forty eight dollars and no cent,1155552-n-r-peace-contract-with-city-of-new-orleans-this
s days of each event2 FEE The maximum amount due under this agreement is 40000 to be paid in quarterlyinstallments3 TERM The term of this Agreemen,1679812-preservation-resource-centerrebuilding-together
percent device uptime theConnactor will rebate to the City forty dollars 4000 per day per single spacemeter and two hundred and fifty dollars 250,1200887-standard-parking-contract-with-city-of-new
es The City shall pay Contractor one hundred ninetytwo thousand dollars 192000 permonth during calendar year 2014 The difference between the amount,1200887-standard-parking-contract-with-city-of-new
s example the payments due Contractor for2015 would then equal the sum of 25608750 per month based on 4100 spaces Deferred 2014payments of 256350,1200887-standard-parking-contract-with-city-of-new
36250 payment onDeferred Payments plus the regular contracted payments of 23472500 equals 13 In addition to any other limitations that may apply the,1200887-standard-parking-contract-with-city-of-new
tate law including ernployers liability with minimum acceptable limits of500000 endorsed to provide a waiver of subrogation endorsement to include al,1200887-standard-parking-contract-with-city-of-new
ability insurance written on an occurrence basis inamounts not less than 1000000 per occurrence and 2000000 aggregate includingindependent cont,1200887-standard-parking-contract-with-city-of-new
ery and Reinvestment Act of 2009 a portion of this grant in the amount of 1000000 is allocated for use in connection with the Project the SEEA Fu,323841-10-10-11-southeast-energy-efficiency-alliance
and b comprehensive general liability insurance in amounts not less than 1000000 per occurrence The City shall have no responsibility for any dedu,323841-10-10-11-southeast-energy-efficiency-alliance
General Liability insurance will be purchased and maintained with limits of1000000 per occurrence and 2000000 in the aggregate The insurance shal,1160594-perez-a-professional-corporation-contract-with
alCompletion or the acceptance of the project whichever is later1 Under 1000000 total construction value 500000 per claim and annual aggregate,1160594-perez-a-professional-corporation-contract-with
total construction value 5000000 per claim and annualaggregate5 Over 25000000 total construction value per claim and annual aggregate limits to,1160594-perez-a-professional-corporation-contract-with
milar circumstances10K Designer shall be liable for a delay penalty of 500 per calendar day for late subrnissions andormissed milestones in the Con,1160594-perez-a-professional-corporation-contract-with
l Opinion of Probable CostDesigner shall be liable for a delay penalty of 50000 per calendar day for late submissions ofthe deliverables listed above a,1160594-perez-a-professional-corporation-contract-with
s use of the Spaceis The Best Babies Zone grant initiative shall provide 3000 forisutiitious snacks and meals based on UDSA My Plate goideiines to its a,1021222-trinity-christian-community-contract-with-city
on change order scoping pricing review and constructionadministration add 1743610Anything herein to the contrary notwithstanding the maximum fee pa,1153522-imre-hegedus-amp-associated-architects-contract
t SELECT ONE RIhas been through the competitive selection process Dis for 15000 or less and therefore exempt Dhas been declared an e genc by the Chief,205128-2-1-08-catholic-charities-amendment-to-contract
aximum amount of compensation payable under the terms of this agreement as 11676000 ALL PARTIES to this amendment hereby reaffirm the validity of all ,205128-2-1-08-catholic-charities-amendment-to-contract
e bodily injury and personal advertising injury withlimits no less than 1000000 per occurrence If a general aggregate limit applies either the g,1301197-covenant-house-new-orleans-landscaping
e purchased and maintained vith limits of S 1000000 per occurrence and 2000000 in thc aggregate The insurance shall include personal injury con,205081-2-26-09-perez-andrew-sanchez-center
 Opinion of Probable Cost Designer shall be liable for a delay penalty of 500 per calendar day for late submissions of the dcliverables listed above and,205081-2-26-09-perez-andrew-sanchez-center
hall not at any time exceed the maximum compensation in the aggregate of 150001OO Further all compensation owed Contractor pursuant to this Agreem,166781-10-15-09-gcr-and-associates-inc
tion to increase the maximum compensation payable under this agreement by 2200000 Twenty two thousand dollars and no cents from 46454100 Four h,205108-2-13-09-ahec-amendment-medical-case-management
ndred sixty four thousand five hundred fortyone dollars and no cents to 48654100 Four hundred eighty six thousand five hundred fortyone dollars a,205108-2-13-09-ahec-amendment-medical-case-management
ne 21 page 3 of 12 decrease the amountpayable under for this category by 617500 Six thousand one hundred seventyfive dollars and no cents from ,205108-2-13-09-ahec-amendment-medical-case-management
e 22 page 3 of 12 increase the amount payable under for this category by 2200000 Twenty two thousand dollars and no cents from 6940500 Sixty n,205108-2-13-09-ahec-amendment-medical-case-management
e 24 page 3 of 12 increase the amount payable under for this category by 617500 Six thousand one hundred seventyfive dollars and no cents from ,205108-2-13-09-ahec-amendment-medical-case-management
dred eight four tJIousand ftve hundred seventy dollars and zero cents 218457000 and does further bind and obligate themselves as surety for th,326231-07-12-11-hard-rock-construction-llc-holiday
 hundred eight four thousand five hundred seventy dollars and zero cents 218457000 each of the said bonds given herein to be considered separate,326231-07-12-11-hard-rock-construction-llc-holiday
ity or equivalenterrors and omissions coverage at a limit of not less than 1000000 per occurrenceWhen a retention SIR or deductible exceeds 1000,741401-10-01-12-professional-service-industries-inc
law and comprehensive general liability insurance in amounts not less than 1000000 peroccurrence and cause City to be named as an additional insured ,1049422-st-patrick-booster-club-inc-contract-with-city
 violating the PPAandor the AHPA may be assessed civil penalties of up to 250000 per violation or twicethe gross gain or gross loss for any violation t,1154646-usda-aphis-ppq-kenner-la-contract-with-city-of
 2013 at theend of camp Agree to limit all program income to no more than 25000 or reimburse the City of NewOrleans the full amount of the contract in,1049335-as-amp-aces-contract-with-city-of-new-orleans
law and comprehensive general liability insurance in amounts not less than 1000000 per occurrenceand cause City to be named as an additional insured ,1049335-as-amp-aces-contract-with-city-of-new-orleans
n with this Contract will beactual cost plus a nonnegotiated fixed fee of 20187 with a maximum limitation of 178554Compensation for all inspectors,1160266-design-engineering-inc-contract-with-city-of-new
the Consultant shall cany professional liability insurance inthe amount of 1000000 This insurance shall be written on a claimsmade basis TheCo,1160266-design-engineering-inc-contract-with-city-of-new
val of any modification to the scheduleThe City may assess the Consultant 1500 per calendar day for each phase that is not completedby the deadline i,779233-02-06-13-schrenk-endom-and-flanagan-fema
nce with State law and commercial general liability insurance not lessthan 1000000 per occurrence and general aggregate5 Acknowledgment of Exclusio,779233-02-06-13-schrenk-endom-and-flanagan-fema
t SELECT ONE X has been through the competitive selection process is for 15000 or less and therefore exempt has been declared an emergency by the Chi,204879-7-21-08-steven-j-finegan-ltd-a-professional
ing Occupational Disease subject to a limit of liability of not less than 100000B Comprehensive General Liability insurance with limits of liability,204879-7-21-08-steven-j-finegan-ltd-a-professional
rrence The limits of liability for property damage shall not be less than 500000 each occurrence and not less than 500000 aggregate Coverage shall i,204879-7-21-08-steven-j-finegan-ltd-a-professional
e limits of liability injury andor death and for property damage shall be 500000 D Each insurance policy maintained by the Designer or required under,204879-7-21-08-steven-j-finegan-ltd-a-professional
 A Designers Professional Liability with limits of liability of at least 500000 for each claim and 5000000 aggregate A certified copy of the Cert,204879-7-21-08-steven-j-finegan-ltd-a-professional
nion of Probable Cost The Designer shall be liable for a delay penalty of 100 per calendar day for late submissions of the deliverables listed above and,204879-7-21-08-steven-j-finegan-ltd-a-professional
 received the design contract for NOPD Special Operations Steven Finegan 6261300 This project does not have a PW and is not Revolver eligible the,204879-7-21-08-steven-j-finegan-ltd-a-professional
unt are subject to a 31  backup withholding You may also be subject to a 5000 penalty imposed by the IRS under Section 6723 of the Internal Revenue C,204879-7-21-08-steven-j-finegan-ltd-a-professional
ces and the potential for homelessnessThe contract has a maximum value of 50000 funded under the HUDEmergency Shelter Grant Program The duration of t,1160328-catholic-charities-archdiocese-of-new-orleans
t In consideration of this Servitude Grantee shall pay to City the sum of35000 and shall record this Servitude in the Notarial Archives and the Convey,1660014-providence-community-housing-grant-of-servitude
mentCOMPENSATION Contractor will be compensated a maximum sum payable of 15000 onthis agreement Partners shall bill at an hourly rate of 17500hr,1156027-middleberg-riddle-amp-gianna-contract-with-city
ensation payable under this agreement up to a maximum amouut not to exceed 18272800 One hundred eightytwo thousand seven hundred twentyeight dollar,204862-8-1-08-leading-edge-services-international
 law and comprehensive generalliability insurance in amounts not less than 1000000 per occurrence for all liabilityProfessional Services Agreement P,1146899-hntb-contract-with-city-of-new-orleans-2011-c01
law and comprehensive general liability insurance in amounts not less than 1000000 peroccurrence and 0 cause City to be named as an additional insu,1355020-transitional-spaces-2014-cea-between-the-city
erein the City shall pay and theConsultant agrees to accept the amount of 29903931 for the duration of the contract unlessamended with the consent of,1156243-design-engineering-inc-contract-with-city-of-new
 work already performed and ii the product of Consultantsdaily rate of 850 per working day multiplied by the number of working days in the term assta,1156243-design-engineering-inc-contract-with-city-of-new
law and comprehensive general liability insurance in amounts not less than 1000000 peroccurrenceARTICLE NOTICESection 1 Any notice demand communi,1156243-design-engineering-inc-contract-with-city-of-new
ent to the contract and the total amount payable asamended remains under 15000 andWHEREAS the City and the Contractor each having the authority to,1659906-willard-l-dumas-jr-dds-dental-services
ion The Agreement is amended to increase the compensation in the amountof 600000 six thousand dollars and no cents The maximum aggregate compensa,1659906-willard-l-dumas-jr-dds-dental-services
y agrees to pay the Contractor the maximmn amount of One Hundred Thousand 10000000 Dollars A partial amount of the maximmn amount will be encumbered,165122-1-1-10-greater-new-orleans-fair-housing-action
 this agreement SECTION VIII  AUDIT COMPLIANCE Organizations that expend 500000 or more offederal funds in the organizations fiscal year are required,165122-1-1-10-greater-new-orleans-fair-housing-action
le portion of the audit cost All other organizations who expend less than 500000 in federal funds may be selected to have an audit performed on those ,165122-1-1-10-greater-new-orleans-fair-housing-action
bility for injury to persons including death and limits of not less than 10000000 per occurrence 50000000 in the aggregate for damage to property,204944-5-2-11wwii-theater-lease-of-air-rights-for
imated construction cost has increased to five million and 00100 dollars 500000000 due to the actual damage assessment and alignment with the FEM,326434-01-12-12-bailey-and-associates-architects-joe
perly complete and timely submit Reporting Formsmay result in a penalty of 100 per day for each day the Reporting Forms remain delinquent said penaltiesm,1031273-j-a-watts-inc-contract-with-city-of-new-orleans
aintain business automobile liability ata limit of liability not less than 1000000 for access to Landside and Airport Owned PropertyIf Consultant re,1031273-j-a-watts-inc-contract-with-city-of-new-orleans
fect business automobile liabilityat a limit of liability of not less than 5000000 for Airport Airside Access for each occurrencefor all owned non,1031273-j-a-watts-inc-contract-with-city-of-new-orleans
ding occupational disease subject to a limit of liability of notless than 100000 500000 100000 or statutory limits whichever is greater This co,1031273-j-a-watts-inc-contract-with-city-of-new-orleans
onal liability or equivalent errors andomissions coverage at not less than 1000000 per claim If applicable when a selfinsured retentionSIR or de,1031273-j-a-watts-inc-contract-with-city-of-new-orleans
tion to Bid fromthe Effective Date herein in the not to exceed amount of 75000 This is a price protection contractfor time and materials as requeste,1155550-crown-architectural-metal-co-inc-contract-with
improved in Whole or in part with funds under this Agreement in excessof 25000 shall be used to meet one of the CDBG National Objectives setforth in ,1153716-new-orleans-redevelopment-authority-contract
ended to April 21 20102 The maximum sum payable under this Amendment is 1360003 The parties to this agreement reaffirm the validity of all provisio,1160310-chem-spray-south-inc-contract-with-city-of-new
ng complexity for a period of 2hours Classes will be offered at a rate of 5 dollars per adult12 Will offer classes 1 one day a week at the Cutoff ,782263-08-28-13-step-n-slide-llc-nordc-cutt-off
youth 14years of age and under3 Will pay a recreation room rental fee of 12 per hour per class for the 2 twohours of adult instruction and4 To rep,782263-08-28-13-step-n-slide-llc-nordc-cutt-off
law and comprehensive general liability insurance in amounts not less than 1000000 peroccurrence and cause City to be named as an additional insured ,782263-08-28-13-step-n-slide-llc-nordc-cutt-off
d Conditions of this agreement AUDIT COMPLIANCEOrganizations that expend 500000 orlrnore of federal funds in the organizatiorfs scal yearare require,1157271-resources-for-human-development-inc-contract
r its eligibleportion of the audit cost IAll other organizations who than 500000 in federal funds be selected tohave audit performed on those funds p,1157271-resources-for-human-development-inc-contract
he State CEA and WHEREAS the State through the State CEA provided 50000 to the City to financially fund the Dryades YMCA for teaching and tran,326346-11-17-11-dryades-ymca-james-m-singleton-charter
OF SERVICES 1 Pursuant to the State CEA through which the State provided 50000 to the City to financially fund the Dryades YMCA for teaching and tran,326346-11-17-11-dryades-ymca-james-m-singleton-charter
ryades YMCA2 Pursuant to the State CEA through which the State provided 50000 to the City to financially fund the Dryades YMCA for teaching and tran,326346-11-17-11-dryades-ymca-james-m-singleton-charter
 the City shall pay the Dryades YMCA a maximum of FIFTY THOUSAND DOLLARS 50000 under this Agreement as compensation for its services on the followin,326346-11-17-11-dryades-ymca-james-m-singleton-charter
payment schedulefa The City will disburse twentyfive thousand dollars 25000 within a reasonable time upon the execution of this Agreement and b,326346-11-17-11-dryades-ymca-james-m-singleton-charter
rables in accordance with the State CEA through which the State provided 50000 to the City to financially fund the Dryades YMCA for teaching and tran,326346-11-17-11-dryades-ymca-james-m-singleton-charter
ate law comprehensive general liability insurance in amounts notless than 1000000 per occurrence and 0 cause City to be named as an additionalinsu,1683858-neighborhood-development-foundation-original-cea
or a period of ve 5 yearsD Audit Compliance0rganizations that expend 300000 or more of federal funds inthe organizations fiscal year are required,1683858-neighborhood-development-foundation-original-cea
le portion of the audit cost Allother organizations that expend less than 30000000 in federal funds may beselected to have an audit performed on thos,1683858-neighborhood-development-foundation-original-cea
it identify by beingincorporated into another item of property which cost 10000 or more per unit andis expected to have a useful life of one 1 year o,1683858-neighborhood-development-foundation-original-cea
 Grouping of like itemssuch as chairs with an aggregate cost in excess of 10000 shall also be controlledand accounted for as nonexpendable property ev,1683858-neighborhood-development-foundation-original-cea
 OF NONSEGREGATED FACILITIES applicable to contractsand subcontracts over 10000By the submission of this bid the bidder offeror applicant or subr,1683858-neighborhood-development-foundation-original-cea
n from proposed subrecipients prior to the awardof subcontracts exceeding 10000 which are not exempt from the provisions of the equalopportunity claus,1683858-neighborhood-development-foundation-original-cea
uction trade it shall physically include in each subcontract inexcess of 10000 the provisions of these specifications and the Notice which containst,1683858-neighborhood-development-foundation-original-cea
ithin 10 working days of award of any constructionsubcontract in excess of 10000 at any tier for construction work under the contract resultingfrom thi,1683858-neighborhood-development-foundation-original-cea
n from proposed subrecipients prior to the awardof subcontracts exceeding 10000 which are not exempt from the provisions of the equalopportunity claus,1683858-neighborhood-development-foundation-original-cea
lude the provisions of this clause in every subcontract orpurchase order of10000 or more unless exempted by rules regulations or orders of theSecreta,1683858-neighborhood-development-foundation-original-cea
of the clause set forth in subparagraph 1of this paragraph in the sum of10 for each calendar day on which such individual was requiredor permitted to,1683858-neighborhood-development-foundation-original-cea
aragraph are applicable only where the amountof the prime contract exceeds 1000001 No laborer or mechanic shall be required to work in surroundings o,1683858-neighborhood-development-foundation-original-cea
rees to compensate the Contractor in the amount not to exceed a maximum of 33490000 Three hundred thirty four thousand nine hundred dollars and no cen,165655-3-1-10-leading-edge-services-international-funding
vant federal guidelines for any and all contract expenditures in excess of 50000000 Two copies of the said audit are to be forwarded to the Mayors Of,165655-3-1-10-leading-edge-services-international-funding
nd the term of the agreement from June 30 2011 to June 29 20122 To add 75000 to the agreement for unpaid invoices and services to be renderedregard,1154210-aaron-plc-contract-with-city-of-new-orleans
the term of the Agreement general liability insurance with a rninirnum of 1000000per occurrencelndemnification Business Associate hereby agrees to,1155051-louisiana-primary-care-association-inc-contract
king public announcements about Federallyfunded programs in the amount of 500000 or more Termination Either the Participant or TSA may terminate the ,326319-09-12-11-new-orleans-aviation-board-tsa-law
 IV Amount of Award ofHSTS0208HSLR331 the Contracting Officer hereby adds 17821110 to this award As a result of the above the total obligation for t,326319-09-12-11-new-orleans-aviation-board-tsa-law
